average_price,total_volume,geography
1.46,83253.18,Midsouth
1.68,4821.3,Nashville
1.56,2747.19,New Orleans/Mobile
2.21,16170.46,New York
1.96,53200.63,Northeast
1.88,7583.31,Northern New England
1.88,2490.11,Orlando
1.86,4698.5,Philadelphia
1.65,17775.41,Phoenix/Tucson
1.38,2284.48,Pittsburgh
1.93,30001.14,Plains
1.27,40141.38,Portland
1.51,8109.67,Raleigh/Greensboro
1.12,9505.74,Richmond/Norfolk
0.94,15271.18,Roanoke
1.62,9637.66,Sacramento
1.48,10698.67,San Diego
1.52,31950.47,San Francisco
1.66,39909.48,Seattle
2.02,3545.7,South Carolina
1.43,61953.59,South Central
1.7,33155.61,Southeast
1.5,4160.45,Spokane
2.03,3030.87,St. Louis
1.77,2102.93,Syracuse
1.31,3775.87,Tampa
1.45,872239.07,Total U.S.
1.27,389892.07,West
1.92,19634.24,West Tex/New Mexico
2.03,1798.99,Albany
2.03,3976.19,Atlanta
1.66,16396.29,Baltimore/Washington
1.55,1403.79,Boise
1.82,4123.17,Boston
1.81,3647.7,Buffalo/Rochester
1.48,119059.56,California
1.8,4635.16,Charlotte
1.51,27210.49,Chicago
1.42,14145.51,Cincinnati/Dayton
0.89,28020.38,Columbus
1.37,6568.67,Dallas/Ft. Worth
1.03,139212.26,Denver
1.37,10694.75,Detroit
1.61,1377.24,Grand Rapids
1.22,143144.15,Great Lakes
1.84,3547.22,Harrisburg/Scranton
1.55,6372.85,Hartford/Springfield
1.26,8532.45,Houston
1.3,2258.1,Indianapolis
1.82,2078.99,Jacksonville
1.41,10168.54,Las Vegas
1.36,43115.31,Los Angeles
1.38,2038.99,Louisville
1.35,4770.93,Miami/Ft. Lauderdale
1.34,102916.4,Midsouth
1.57,4529.02,Nashville
1.55,1469.41,New Orleans/Mobile
2.14,18576.24,New York
1.89,67904.99,Northeast
1.92,7982.59,Northern New England
1.82,2498.36,Orlando
1.85,5737.78,Philadelphia
1.4,17519.51,Phoenix/Tucson
1.49,1889.99,Pittsburgh
1.92,27541.24,Plains
1.54,26104.52,Portland
1.35,11843.43,Raleigh/Greensboro
1.03,12425.42,Richmond/Norfolk
0.88,21016.71,Roanoke
1.64,8315.7,Sacramento
1.41,10506.78,San Diego
1.55,29248.72,San Francisco
1.56,37257.59,Seattle
1.92,3336.76,South Carolina
1.43,42345.48,South Central
1.7,30991.09,Southeast
1.62,4147.44,Spokane
2.0,3240.47,St. Louis
1.84,2721.25,Syracuse
1.34,3590.4,Tampa
1.37,912681.57,Total U.S.
1.24,378778.68,West
1.51,12166.64,West Tex/New Mexico
1.98,2117.48,Albany
1.82,5067.95,Atlanta
1.7,14499.46,Baltimore/Washington
1.71,1404.65,Boise
2.02,3428.91,Boston
1.85,2161.08,Buffalo/Rochester
1.4,160570.28,California
2.05,4245.72,Charlotte
1.47,27146.38,Chicago
1.43,15989.61,Cincinnati/Dayton
0.81,29694.82,Columbus
1.39,10242.6,Dallas/Ft. Worth
1.23,46949.06,Denver
1.09,16805.16,Detroit
1.22,4550.92,Grand Rapids
1.13,171746.76,Great Lakes
1.78,4998.64,Harrisburg/Scranton
2.31,4484.97,Hartford/Springfield
1.28,10725.46,Houston
1.08,4169.57,Indianapolis
1.81,2281.85,Jacksonville
1.34,10511.94,Las Vegas
1.39,42131.8,Los Angeles
1.04,3355.53,Louisville
1.77,2184.05,Miami/Ft. Lauderdale
1.28,107735.95,Midsouth
1.13,9466.36,Nashville
1.6,1417.42,New Orleans/Mobile
1.93,23195.0,New York
1.9,68804.21,Northeast
1.91,7575.34,Northern New England
1.78,2982.83,Orlando
1.79,7296.3,Philadelphia
1.46,14755.15,Phoenix/Tucson
1.49,2295.39,Pittsburgh
1.85,32022.52,Plains
1.64,26757.91,Portland
1.32,10626.54,Raleigh/Greensboro
1.03,10726.99,Richmond/Norfolk
0.82,21425.19,Roanoke
1.3,27835.34,Sacramento
1.45,10480.68,San Diego
1.48,33676.05,San Francisco
1.66,37079.86,Seattle
1.87,3783.3,South Carolina
1.4,56625.63,South Central
1.77,30778.46,Southeast
1.76,3166.83,Spokane
2.0,3593.05,St. Louis
1.85,2269.27,Syracuse
1.69,2622.05,Tampa
1.42,861671.11,Total U.S.
1.47,233387.28,West
1.43,13607.51,West Tex/New Mexico
1.87,1881.08,Albany
1.78,5157.67,Atlanta
1.42,22470.42,Baltimore/Washington
1.92,1178.2,Boise
1.91,4366.74,Boston
1.79,5111.52,Buffalo/Rochester
1.49,133759.31,California
1.26,11088.2,Charlotte
1.57,24727.46,Chicago
1.27,16389.19,Cincinnati/Dayton
1.21,4754.7,Columbus
1.35,11092.7,Dallas/Ft. Worth
1.22,45514.57,Denver
1.34,6214.56,Detroit
1.85,1338.84,Grand Rapids
1.44,82513.95,Great Lakes
1.88,3850.2,Harrisburg/Scranton
2.3,3485.39,Hartford/Springfield
1.25,11026.61,Houston
1.19,2363.41,Indianapolis
1.75,2470.94,Jacksonville
1.35,12470.02,Las Vegas
1.41,43907.34,Los Angeles
1.44,2132.11,Louisville
1.79,2141.08,Miami/Ft. Lauderdale
1.24,130073.74,Midsouth
1.55,6367.54,Nashville
1.53,1783.16,New Orleans/Mobile
2.06,21815.46,New York
1.92,68435.46,Northeast
1.88,8208.44,Northern New England
1.88,2730.74,Orlando
1.85,5578.04,Philadelphia
1.67,11593.7,Phoenix/Tucson
1.53,2614.93,Pittsburgh
1.93,30302.51,Plains
1.68,30795.99,Portland
1.15,17956.34,Raleigh/Greensboro
1.01,12407.01,Richmond/Norfolk
0.92,21537.11,Roanoke
1.53,13045.36,Sacramento
1.48,10914.03,San Diego
1.53,31271.46,San Francisco
1.81,33553.42,Seattle
1.44,5434.12,South Carolina
1.41,56568.67,South Central
1.7,30978.21,Southeast
1.78,2605.01,Spokane
2.01,3450.38,St. Louis
1.74,2080.23,Syracuse
1.69,1916.43,Tampa
1.5,761972.65,Total U.S.
1.49,229340.78,West
1.42,16514.55,West Tex/New Mexico
1.93,1628.65,Albany
1.74,5464.3,Atlanta
1.69,17042.46,Baltimore/Washington
1.97,1274.53,Boise
1.94,3507.89,Boston
1.8,5016.96,Buffalo/Rochester
1.5,135543.89,California
2.07,4774.56,Charlotte
1.86,20871.17,Chicago
1.48,14589.17,Cincinnati/Dayton
1.51,5360.41,Columbus
1.36,12809.78,Dallas/Ft. Worth
1.43,36082.44,Denver
1.61,7900.21,Detroit
1.83,1417.63,Grand Rapids
1.66,79844.57,Great Lakes
1.84,4440.45,Harrisburg/Scranton
2.36,3550.25,Hartford/Springfield
1.26,12358.51,Houston
1.65,2362.64,Indianapolis
1.83,2450.71,Jacksonville
1.33,12299.69,Las Vegas
1.42,49071.35,Los Angeles
1.51,2285.46,Louisville
1.77,1811.7,Miami/Ft. Lauderdale
1.37,107181.78,Midsouth
1.35,6578.36,Nashville
1.61,1654.85,New Orleans/Mobile
2.17,18746.25,New York
1.97,63674.1,Northeast
1.88,7515.96,Northern New England
1.81,2640.04,Orlando
1.9,5495.95,Philadelphia
1.7,11605.98,Phoenix/Tucson
1.54,2254.02,Pittsburgh
1.92,31193.34,Plains
1.82,22950.59,Portland
1.36,10570.74,Raleigh/Greensboro
1.02,12446.65,Richmond/Norfolk
0.89,22034.63,Roanoke
1.62,11399.34,Sacramento
1.51,12044.14,San Diego
1.52,29319.95,San Francisco
1.85,30993.39,Seattle
1.99,3812.69,South Carolina
1.39,62670.56,South Central
1.78,30206.24,Southeast
1.76,2882.1,Spokane
2.04,4105.58,St. Louis
1.8,2279.15,Syracuse
1.7,1961.33,Tampa
1.59,714266.31,Total U.S.
1.6,203951.84,West
1.38,14314.2,West Tex/New Mexico
1.9,1752.14,Albany
1.84,4803.11,Atlanta
1.69,12640.64,Baltimore/Washington
1.54,2693.46,Boise
1.94,4235.93,Boston
1.79,5018.44,Buffalo/Rochester
1.5,119999.12,California
2.14,4092.07,Charlotte
1.85,18625.81,Chicago
1.47,14240.44,Cincinnati/Dayton
1.49,5950.91,Columbus
1.38,9882.68,Dallas/Ft. Worth
1.43,33855.74,Denver
1.55,9908.64,Detroit
1.85,1082.52,Grand Rapids
1.65,79819.77,Great Lakes
1.83,3046.57,Harrisburg/Scranton
2.24,3193.41,Hartford/Springfield
1.23,9890.95,Houston
1.56,2305.49,Indianapolis
1.83,2053.94,Jacksonville
1.35,11467.23,Las Vegas
1.4,44605.56,Los Angeles
1.34,2103.36,Louisville
1.72,2578.53,Miami/Ft. Lauderdale
1.44,89469.59,Midsouth
1.55,4984.2,Nashville
1.55,2718.12,New Orleans/Mobile
1.93,17646.52,New York
1.89,63807.3,Northeast
1.91,8889.38,Northern New England
1.84,3350.22,Orlando
1.86,5461.83,Philadelphia
1.54,14390.21,Phoenix/Tucson
1.51,2154.53,Pittsburgh
1.93,31775.42,Plains
1.5,41728.28,Portland
1.6,9214.37,Raleigh/Greensboro
1.13,10092.91,Richmond/Norfolk
0.98,18116.76,Roanoke
1.62,10430.71,Sacramento
1.49,10940.85,San Diego
1.54,24581.46,San Francisco
1.65,53822.93,Seattle
2.02,3405.9,South Carolina
1.41,51748.65,South Central
1.81,29247.9,Southeast
1.55,4539.36,Spokane
2.06,3762.06,St. Louis
1.81,2520.87,Syracuse
1.72,2091.42,Tampa
1.58,716942.71,Total U.S.
1.53,251074.96,West
1.39,13968.18,West Tex/New Mexico
1.93,1547.03,Albany
1.74,4096.05,Atlanta
1.71,13808.71,Baltimore/Washington
2.24,1381.67,Boise
2.0,3641.0,Boston
1.8,4777.04,Buffalo/Rochester
1.67,114406.15,California
2.02,4369.42,Charlotte
1.85,19636.24,Chicago
1.46,12893.69,Cincinnati/Dayton
1.21,6028.43,Columbus
1.35,9019.0,Dallas/Ft. Worth
1.44,30890.93,Denver
1.28,12366.2,Detroit
1.7,1083.03,Grand Rapids
1.55,81945.35,Great Lakes
1.84,3485.54,Harrisburg/Scranton
2.34,3478.25,Hartford/Springfield
1.19,10773.86,Houston
1.45,2005.12,Indianapolis
1.64,4115.46,Jacksonville
1.43,10804.37,Las Vegas
1.42,44034.76,Los Angeles
1.24,2299.74,Louisville
1.75,2094.36,Miami/Ft. Lauderdale
1.47,84677.56,Midsouth
1.25,6725.04,Nashville
1.54,1773.44,New Orleans/Mobile
2.31,15733.56,New York
2.02,57645.02,Northeast
1.92,8091.22,Northern New England
1.81,2834.45,Orlando
1.94,5043.08,Philadelphia
1.54,13840.92,Phoenix/Tucson
1.57,1726.96,Pittsburgh
1.9,30028.0,Plains
1.96,26864.42,Portland
1.66,7277.02,Raleigh/Greensboro
1.24,9207.05,Richmond/Norfolk
1.08,13703.15,Roanoke
1.85,9557.56,Sacramento
1.51,10372.71,San Diego
1.96,22886.87,San Francisco
2.01,33404.92,Seattle
1.95,3556.7,South Carolina
1.37,49534.9,South Central
1.75,30089.62,Southeast
1.88,3143.38,Spokane
1.92,3892.36,St. Louis
1.77,2145.03,Syracuse
1.71,2275.26,Tampa
1.67,640448.59,Total U.S.
1.74,192122.01,West
1.48,13363.66,West Tex/New Mexico
2.03,1542.45,Albany
1.85,4484.76,Atlanta
1.61,13924.11,Baltimore/Washington
2.18,1402.21,Boise
2.03,2943.18,Boston
1.83,3436.93,Buffalo/Rochester
1.68,116322.44,California
2.06,4040.75,Charlotte
1.87,18374.82,Chicago
1.34,15445.59,Cincinnati/Dayton
1.5,4520.37,Columbus
1.35,9881.65,Dallas/Ft. Worth
1.44,33994.64,Denver
1.37,10756.77,Detroit
1.8,1571.89,Grand Rapids
1.58,80790.46,Great Lakes
1.83,3495.22,Harrisburg/Scranton
2.25,3551.66,Hartford/Springfield
1.21,10464.45,Houston
1.57,2144.0,Indianapolis
1.88,2208.88,Jacksonville
1.44,10351.7,Las Vegas
1.44,42369.24,Los Angeles
1.58,2093.17,Louisville
1.81,2017.29,Miami/Ft. Lauderdale
1.6,75740.17,Midsouth
1.76,4985.34,Nashville
1.63,2261.61,New Orleans/Mobile
2.0,22931.78,New York
1.93,65593.37,Northeast
1.94,8633.7,Northern New England
1.86,3012.55,Orlando
1.84,6353.19,Philadelphia
1.62,12799.12,Phoenix/Tucson
1.56,1517.59,Pittsburgh
1.79,33795.51,Plains
1.91,24034.25,Portland
1.75,6913.18,Raleigh/Greensboro
1.33,6991.11,Richmond/Norfolk
1.16,9840.34,Roanoke
1.81,10339.48,Sacramento
1.53,11438.64,San Diego
1.95,23972.69,San Francisco
2.03,31901.63,Seattle
1.99,3921.5,South Carolina
1.38,51786.11,South Central
1.87,27578.12,Southeast
1.88,3099.58,Spokane
1.85,2937.84,St. Louis
1.91,1365.23,Syracuse
1.73,2026.74,Tampa
1.68,646098.42,Total U.S.
1.71,194492.22,West
1.55,13506.32,West Tex/New Mexico
2.09,1053.73,Albany
1.83,5003.46,Atlanta
1.69,10939.94,Baltimore/Washington
1.49,1921.75,Boise
2.06,2662.63,Boston
1.9,1187.71,Buffalo/Rochester
1.69,116908.54,California
2.19,3425.95,Charlotte
1.82,16136.49,Chicago
1.39,13791.64,Cincinnati/Dayton
1.35,5347.37,Columbus
1.37,9936.12,Dallas/Ft. Worth
1.43,31954.94,Denver
1.64,9992.2,Detroit
1.93,1235.29,Grand Rapids
1.62,72563.98,Great Lakes
1.9,3072.73,Harrisburg/Scranton
2.4,3776.07,Hartford/Springfield
1.22,11429.63,Houston
1.8,1591.6,Indianapolis
1.92,1989.25,Jacksonville
1.51,11225.55,Las Vegas
1.46,45352.7,Los Angeles
1.46,2344.24,Louisville
1.92,1415.1,Miami/Ft. Lauderdale
1.65,67376.23,Midsouth
1.8,5259.46,Nashville
1.64,2778.44,New Orleans/Mobile
2.34,15733.14,New York
2.12,48785.22,Northeast
1.93,8028.95,Northern New England
1.89,2442.88,Orlando
2.05,3782.07,Philadelphia
1.48,14656.29,Phoenix/Tucson
1.58,1698.9,Pittsburgh
1.88,37004.14,Plains
1.53,32394.98,Portland
1.83,5444.87,Raleigh/Greensboro
1.35,6691.69,Richmond/Norfolk
1.33,8892.2,Roanoke
1.82,9753.85,Sacramento
1.56,11055.46,San Diego
1.95,23502.62,San Francisco
1.75,38093.47,Seattle
2.07,3191.86,South Carolina
1.4,54782.92,South Central
1.88,25842.76,Southeast
1.59,4436.79,Spokane
1.83,3485.49,St. Louis
1.88,896.16,Syracuse
1.84,1346.16,Tampa
1.66,638192.89,Total U.S.
1.57,214929.13,West
1.66,11100.27,West Tex/New Mexico
2.02,1200.61,Albany
1.39,6313.67,Atlanta
1.7,11718.49,Baltimore/Washington
1.58,2550.15,Boise
2.03,3045.1,Boston
1.83,3567.3,Buffalo/Rochester
1.67,116913.79,California
2.15,3823.73,Charlotte
1.68,18877.36,Chicago
1.49,12523.04,Cincinnati/Dayton
1.35,4816.89,Columbus
1.33,11792.51,Dallas/Ft. Worth
1.44,30625.69,Denver
1.56,8432.66,Detroit
1.92,1206.53,Grand Rapids
1.59,71801.27,Great Lakes
1.85,3388.83,Harrisburg/Scranton
2.31,2790.4,Hartford/Springfield
1.21,10531.95,Houston
1.58,1529.5,Indianapolis
1.95,1774.27,Jacksonville
1.54,11098.01,Las Vegas
1.47,48421.15,Los Angeles
1.49,1744.67,Louisville
1.86,1627.96,Miami/Ft. Lauderdale
1.62,67201.29,Midsouth
1.47,5890.95,Nashville
1.61,2478.05,New Orleans/Mobile
1.93,16746.9,New York
1.93,56485.02,Northeast
1.95,8515.11,Northern New England
1.87,2804.46,Orlando
1.88,4785.67,Philadelphia
1.54,11633.27,Phoenix/Tucson
1.77,1402.53,Pittsburgh
1.93,33557.37,Plains
1.53,41116.32,Portland
1.8,5676.88,Raleigh/Greensboro
1.4,6163.88,Richmond/Norfolk
1.31,7676.74,Roanoke
1.84,9219.97,Sacramento
1.55,12946.65,San Diego
1.96,19868.9,San Francisco
1.71,46229.47,Seattle
1.9,3772.87,South Carolina
1.35,55512.87,South Central
1.74,29549.92,Southeast
1.61,4088.37,Spokane
2.0,3134.16,St. Louis
1.86,1643.24,Syracuse
1.81,2098.65,Tampa
1.64,659947.03,Total U.S.
1.59,228925.49,West
1.58,11456.41,West Tex/New Mexico
2.04,1573.19,Albany
1.5,5744.26,Atlanta
1.69,12480.84,Baltimore/Washington
2.18,1594.45,Boise
2.13,3135.77,Boston
1.91,1439.39,Buffalo/Rochester
1.67,135522.65,California
2.16,3669.96,Charlotte
1.67,19704.96,Chicago
1.59,15077.62,Cincinnati/Dayton
1.31,5903.4,Columbus
1.3,13234.04,Dallas/Ft. Worth
1.42,33660.46,Denver
1.47,10676.71,Detroit
1.84,1296.65,Grand Rapids
1.54,86288.07,Great Lakes
2.01,1841.62,Harrisburg/Scranton
2.4,4295.54,Hartford/Springfield
1.17,12717.2,Houston
1.11,2935.57,Indianapolis
1.87,1787.44,Jacksonville
1.6,10492.77,Las Vegas
1.46,56929.52,Los Angeles
1.49,2117.32,Louisville
1.88,1766.19,Miami/Ft. Lauderdale
1.61,72541.61,Midsouth
1.23,7148.26,Nashville
1.58,2228.5,New Orleans/Mobile
2.24,9519.72,New York
2.09,45881.11,Northeast
1.95,10419.6,Northern New England
1.82,2529.35,Orlando
2.03,3075.46,Philadelphia
1.72,10481.04,Phoenix/Tucson
1.83,1383.67,Pittsburgh
1.92,40423.05,Plains
1.93,24954.8,Portland
1.82,6774.43,Raleigh/Greensboro
1.49,5999.26,Richmond/Norfolk
1.37,7883.53,Roanoke
1.86,9756.1,Sacramento
1.55,16352.08,San Diego
1.96,23306.75,San Francisco
1.98,29929.57,Seattle
1.84,3840.59,South Carolina
1.34,64364.81,South Central
1.72,27947.09,Southeast
1.85,3162.45,Spokane
1.86,4129.23,St. Louis
1.84,1014.02,Syracuse
1.9,2108.32,Tampa
1.0,668233.0,Total U.S.
1.71,195265.06,West
1.58,13816.71,West Tex/New Mexico
2.01,1175.34,Albany
1.6,5946.34,Atlanta
1.7,8904.2,Baltimore/Washington
2.05,1454.28,Boise
2.19,2763.5,Boston
2.02,614.3,Buffalo/Rochester
1.8,115063.87,California
2.13,3962.07,Charlotte
1.66,18945.72,Chicago
1.56,14507.57,Cincinnati/Dayton
1.01,6269.43,Columbus
1.27,11076.72,Dallas/Ft. Worth
1.44,27100.8,Denver
1.01,14131.07,Detroit
1.86,1328.38,Grand Rapids
1.4,88179.72,Great Lakes
1.92,1267.44,Harrisburg/Scranton
2.38,2843.66,Hartford/Springfield
1.17,11741.87,Houston
1.19,3105.97,Indianapolis
1.91,3753.82,Jacksonville
2.09,4999.62,Las Vegas
1.59,39171.61,Los Angeles
1.48,2290.3,Louisville
1.56,1751.57,Miami/Ft. Lauderdale
1.51,72375.15,Midsouth
1.28,7754.71,Nashville
1.55,2227.05,New Orleans/Mobile
2.02,10799.02,New York
2.01,40245.19,Northeast
1.95,8821.58,Northern New England
1.89,5281.36,Orlando
1.98,2617.63,Philadelphia
1.82,8064.16,Phoenix/Tucson
1.81,1279.45,Pittsburgh
1.89,34274.47,Plains
1.82,24707.16,Portland
1.77,6764.37,Raleigh/Greensboro
1.28,6873.18,Richmond/Norfolk
1.14,8970.72,Roanoke
1.72,13720.73,Sacramento
1.81,9760.46,San Diego
2.09,23141.66,San Francisco
2.23,25100.98,Seattle
1.84,4614.82,South Carolina
1.27,59760.16,South Central
1.72,37288.73,Southeast
2.07,2786.45,Spokane
1.92,4163.22,St. Louis
2.05,419.98,Syracuse
1.63,2377.5,Tampa
1.0,608845.0,Total U.S.
1.81,161657.89,West
1.96,6689.54,West Tex/New Mexico
2.08,1076.23,Albany
1.29,7641.69,Atlanta
1.81,8669.79,Baltimore/Washington
1.45,3103.11,Boise
2.05,3388.25,Boston
1.91,1728.99,Buffalo/Rochester
1.89,103081.23,California
2.05,3885.45,Charlotte
1.65,19677.2,Chicago
1.66,14741.72,Cincinnati/Dayton
1.46,4349.0,Columbus
1.29,11881.44,Dallas/Ft. Worth
1.45,25375.78,Denver
1.24,11938.2,Detroit
1.9,1028.63,Grand Rapids
1.48,81489.76,Great Lakes
1.92,3151.22,Harrisburg/Scranton
2.45,2960.69,Hartford/Springfield
1.21,10487.18,Houston
0.99,3286.32,Indianapolis
1.63,3597.52,Jacksonville
1.92,5058.93,Las Vegas
1.56,41636.8,Los Angeles
1.18,2680.01,Louisville
1.45,792.97,Miami/Ft. Lauderdale
1.51,69690.43,Midsouth
1.23,7731.85,Nashville
1.45,2364.55,New Orleans/Mobile
2.2,13745.4,New York
2.07,47878.48,Northeast
1.96,8067.82,Northern New England
1.72,5031.11,Orlando
1.97,5289.63,Philadelphia
1.85,6428.81,Phoenix/Tucson
1.83,753.64,Pittsburgh
1.85,28602.01,Plains
1.37,55813.66,Portland
1.76,6069.35,Raleigh/Greensboro
1.35,5879.03,Richmond/Norfolk
1.19,7688.92,Roanoke
1.98,9560.55,Sacramento
1.85,9159.44,San Diego
2.36,19558.81,San Francisco
1.64,49484.06,Seattle
1.79,4076.63,South Carolina
1.31,56107.03,South Central
1.53,35667.73,Southeast
1.55,4216.12,Spokane
1.86,3095.1,St. Louis
2.07,482.26,Syracuse
1.42,1108.9,Tampa
1.0,650389.0,Total U.S.
1.56,227872.88,West
1.74,6864.82,West Tex/New Mexico
2.01,1449.04,Albany
1.56,7888.45,Atlanta
1.72,8502.95,Baltimore/Washington
2.08,1555.89,Boise
2.02,3367.46,Boston
1.87,3413.88,Buffalo/Rochester
1.93,98449.84,California
2.08,3206.72,Charlotte
1.62,26098.32,Chicago
1.63,15050.08,Cincinnati/Dayton
1.31,4288.7,Columbus
1.14,12801.03,Dallas/Ft. Worth
1.43,28284.23,Denver
1.28,12186.97,Detroit
1.86,1070.6,Grand Rapids
1.5,87348.95,Great Lakes
2.06,1397.24,Harrisburg/Scranton
2.39,2606.3,Hartford/Springfield
1.19,13059.01,Houston
1.11,2998.88,Indianapolis
1.83,2841.57,Jacksonville
1.85,6775.02,Las Vegas
1.53,43803.78,Los Angeles
1.03,2995.57,Louisville
1.48,571.4,Miami/Ft. Lauderdale
1.52,67600.74,Midsouth
1.15,9173.77,Nashville
1.59,1341.9,New Orleans/Mobile
1.91,12784.61,New York
1.94,45208.21,Northeast
1.95,7510.46,Northern New England
1.74,6023.21,Orlando
1.92,3072.46,Philadelphia
1.85,7178.36,Phoenix/Tucson
1.46,1190.83,Pittsburgh
1.84,27102.7,Plains
1.96,23093.97,Portland
1.77,6381.57,Raleigh/Greensboro
1.41,6734.91,Richmond/Norfolk
1.34,7695.34,Roanoke
2.12,8182.86,Sacramento
1.71,10276.01,San Diego
2.75,15953.01,San Francisco
2.2,27737.07,Seattle
1.81,3851.22,South Carolina
1.26,62027.52,South Central
1.67,33855.61,Southeast
2.07,2588.12,Spokane
1.91,3005.89,St. Louis
1.92,1069.67,Syracuse
1.49,697.76,Tampa
1.0,580826.0,Total U.S.
1.86,159233.08,West
1.84,7977.11,West Tex/New Mexico
2.0,1223.94,Albany
1.8,5792.88,Atlanta
1.72,11937.63,Baltimore/Washington
2.15,1196.53,Boise
2.12,3357.29,Boston
1.86,3348.4,Buffalo/Rochester
1.99,89435.6,California
2.11,3977.77,Charlotte
1.59,27490.93,Chicago
1.62,15286.4,Cincinnati/Dayton
1.8,2749.93,Columbus
1.31,12992.93,Dallas/Ft. Worth
1.43,31424.93,Denver
1.66,7273.85,Detroit
1.63,2807.04,Grand Rapids
1.64,82380.97,Great Lakes
1.96,2728.36,Harrisburg/Scranton
2.42,2676.3,Hartford/Springfield
1.17,9952.84,Houston
1.65,2024.18,Indianapolis
2.21,1979.87,Jacksonville
1.8,9065.72,Las Vegas
1.63,40544.17,Los Angeles
1.37,2477.04,Louisville
1.51,1015.04,Miami/Ft. Lauderdale
1.71,68742.23,Midsouth
1.43,8082.85,Nashville
1.86,1577.51,New Orleans/Mobile
2.12,13852.18,New York
2.02,51879.97,Northeast
1.96,9346.73,Northern New England
2.0,4054.1,Orlando
1.94,5147.5,Philadelphia
1.88,8593.93,Phoenix/Tucson
1.57,1238.66,Pittsburgh
1.84,32696.45,Plains
1.94,18054.18,Portland
1.86,6466.04,Raleigh/Greensboro
1.7,5359.81,Richmond/Norfolk
1.7,5802.91,Roanoke
2.1,6833.71,Sacramento
1.86,10242.52,San Diego
2.76,13936.04,San Francisco
2.04,26756.69,Seattle
1.94,3856.28,South Carolina
1.37,59918.41,South Central
1.88,28234.61,Southeast
2.11,2184.03,Spokane
1.87,3956.75,St. Louis
1.98,894.87,Syracuse
1.5,1200.48,Tampa
1.0,573873.0,Total U.S.
1.81,160585.07,West
1.9,8369.4,West Tex/New Mexico
1.88,1421.47,Albany
2.01,5579.38,Atlanta
1.66,13132.64,Baltimore/Washington
1.91,1656.67,Boise
2.02,2955.27,Boston
1.6,2743.42,Buffalo/Rochester
2.03,86211.24,California
1.98,4920.3,Charlotte
1.62,28253.94,Chicago
1.59,14774.26,Cincinnati/Dayton
1.98,3184.94,Columbus
1.4,16702.43,Dallas/Ft. Worth
1.44,34888.66,Denver
1.85,5912.34,Detroit
1.76,2882.04,Grand Rapids
1.7,84089.07,Great Lakes
1.69,3079.23,Harrisburg/Scranton
2.31,5078.46,Hartford/Springfield
1.29,14996.12,Houston
1.77,2318.61,Indianapolis
2.19,2058.04,Jacksonville
1.82,7773.81,Las Vegas
1.61,35630.99,Los Angeles
1.37,3003.82,Louisville
1.5,1359.19,Miami/Ft. Lauderdale
1.65,81469.58,Midsouth
1.43,7442.75,Nashville
1.69,2448.58,New Orleans/Mobile
1.98,17137.24,New York
1.89,59179.16,Northeast
1.92,8552.32,Northern New England
1.77,4599.05,Orlando
1.79,5446.24,Philadelphia
1.82,10066.22,Phoenix/Tucson
1.47,2156.53,Pittsburgh
1.87,34667.31,Plains
2.02,18149.27,Portland
1.82,7429.61,Raleigh/Greensboro
1.59,7908.2,Richmond/Norfolk
1.6,7947.92,Roanoke
2.17,7260.07,Sacramento
1.82,8902.03,San Diego
2.72,15564.78,San Francisco
1.96,27798.35,Seattle
2.0,3813.54,South Carolina
1.42,79568.82,South Central
1.9,29598.14,Southeast
2.07,2290.54,Spokane
1.97,3502.37,St. Louis
1.66,1295.6,Syracuse
1.5,1250.53,Tampa
1.0,625259.0,Total U.S.
1.77,170475.9,West
1.86,10167.7,West Tex/New Mexico
2.0,1467.23,Albany
1.83,6627.48,Atlanta
1.75,10280.59,Baltimore/Washington
1.69,2649.76,Boise
2.09,2694.61,Boston
1.89,716.29,Buffalo/Rochester
1.96,90240.43,California
2.04,4279.91,Charlotte
1.62,29458.3,Chicago
1.66,15095.2,Cincinnati/Dayton
2.08,3554.43,Columbus
1.45,13268.55,Dallas/Ft. Worth
1.45,32252.93,Denver
1.74,10631.12,Detroit
1.64,2787.28,Grand Rapids
1.72,92086.0,Great Lakes
1.88,1721.57,Harrisburg/Scranton
2.39,3753.16,Hartford/Springfield
1.35,9699.79,Houston
1.79,2309.83,Indianapolis
1.69,3621.53,Jacksonville
1.63,8549.47,Las Vegas
1.55,39542.9,Los Angeles
1.52,2495.29,Louisville
1.51,1164.87,Miami/Ft. Lauderdale
1.7,69867.41,Midsouth
1.4,7201.85,Nashville
1.55,2797.39,New Orleans/Mobile
2.3,16293.09,New York
2.11,47299.93,Northeast
1.93,8259.26,Northern New England
1.72,5843.23,Orlando
2.06,3885.79,Philadelphia
1.79,10949.5,Phoenix/Tucson
1.57,1531.14,Pittsburgh
1.88,32159.33,Plains
1.73,30519.41,Portland
1.9,6123.23,Raleigh/Greensboro
1.68,5611.72,Richmond/Norfolk
1.65,7244.44,Roanoke
2.09,7357.97,Sacramento
1.82,9064.11,San Diego
2.73,15289.67,San Francisco
1.7,47726.72,Seattle
1.97,4371.78,South Carolina
1.45,62132.94,South Central
1.75,36529.07,Southeast
1.77,4058.22,Spokane
2.07,3522.67,St. Louis
1.86,588.87,Syracuse
1.5,1187.99,Tampa
1.75,644689.71,Total U.S.
